name,style,brewery,beer name (full),description,abv,min ibu,max ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
limfjordsporter,porter - baltic,thisted bryghus,thisted bryghus limfjordsporter,"notes:brewed with liquorice. the recipe was developed during the 70's at the urban brewery in aalborg. thisted bought the name, and the production restarted in 1997.\t",7.9,25,45,9,103,22,67,60,22,5,17,33,40,126,3.885965,4.140351,3.877193,3.921053,3.938596,57
fuller's london porter,porter - english,fuller smith & turner plc,fuller smith & turner plc fuller's london porter,"notes:fuller's london porter is an award-winning example of this historic english style; smooth and creamy with delicious chocolate and coffee flavors derived from the roasted malt.the griffin brewery is chiswick, london, has brewing fine ales since 1654.the fuller, smith & turner partnership dating back to 1845, brews an excellent range of award-winning beers, many of which are available in the u.s. including london pride pale ale and the old's original esb.\t",5.4,20,30,12,91,6,50,64,8,0,19,28,9,92,4.149673,4.09869,4.104303,4.279701,4.27362,1069
old engine oil black ale,porter - english,harviestoun brewery ltd.,harviestoun brewery ltd. old engine oil,"notes:legend has it that old engine oil was dedicated to our head brewer’s love of classic cars. but it’s the thick, dark, chocolatey viscosity that reveals the real inspiration behind the name.\t",6,20,30,9,130,9,81,85,12,0,16,48,22,154,3.996992,4.099248,4.045865,4.130827,4.052632,665
bully! porter,porter - english,boulevard brewing co.,boulevard brewing co. bully! porter,"notes:the intense flavors of dark-roasted malt in boulevard’s rendition of the classic english porter are perfectly balanced by a generous and complex hop character. bully! porter’s robust nature makes it the ideal companion to a variety of foods, from seafood to chocolate.49 ibu\t",6,20,30,10,79,14,47,52,14,1,13,36,14,99,3.804393,4.125523,3.791841,3.991632,4.001046,478
samuel adams honey porterboston beer company (samuel adams),porter - english,boston beer company (samuel adams),boston beer company (samuel adams) samuel adams honey porter,notes:,5.45,20,30,10,66,19,61,99,13,1,8,44,4,125,3.680697,3.979681,3.70029,3.738752,3.770682,689
people's porter,porter - english,foothills brewing company,foothills brewing company people's porter,"notes:people's porter is a robust english-style brew with a dark, ruby hue. complex chocolate, caramel and toffee notes give way to an herbal bitterness, finishing with a pleasant hint of espresso.42 ibu\t",5.8,20,30,13,98,8,82,90,13,0,18,58,1,147,3.974576,3.983051,3.974576,4.09322,4.186441,59
washington's porter,porter - english,yards brewing co.,yards brewing co. general washington's tavern porter,"notes:formerly general washington's tavern porterdetailed in a letter from the general to his officers during the war, washington’s recipe employed molasses to aid fermentation and give rich caramel notes to this robust, roasty ale. the recipe reflected his admiration for philadelphia-style porters, especially those brewed by robert hare (whose original brewery stood just blocks from where ours is now). our tavern porter, inspired by washington’s, is dark, smooth, and complex with just a hint of dried fruit in the finish.\t",7,20,30,13,73,6,56,87,22,0,27,24,13,139,3.705314,3.891304,3.73913,3.828502,3.801932,207
porter,porter - english,mayflower brewing company,mayflower brewing company mayflower porter,"notes:taking its cues from “three threads”, a bartender’s blend of three distinct ales, porter became the beer of choice for 18th-century londoners. mayflower porter embraces this history. this complex brew is smooth and full-flavored with notes of roasted coffee beans and bittersweet chocolate that will warm the palate all year long. mayflower porter is a rich, complex brew that is smooth and full-flavored. five varieties of malted barley provide notes of roasted coffee beans and bittersweet chocolate with a hint of smokiness.\t",5.2,20,30,20,90,9,75,53,4,0,3,44,13,135,4.011236,4.005618,3.977528,4.117978,4.176966,178
old-style porter,porter - english,st. peter's brewery co ltd,st. peter's brewery co ltd st. peter's old-style porter,"notes:a blend of a mature and young ale creates a porter of traditional character that’s dark cherry in colour and complex in taste. aromas of liquorice, rum, raisin and chocolate with hints of coffee are in abundance in this full-bodied, warming ale.\t",5.1,20,30,9,91,13,59,62,14,0,20,43,19,100,3.770235,3.800261,3.668407,3.860313,3.891645,383
coffee porter,porter - english,meantime brewing company limited,meantime brewing company limited coffee porter,"notes:whilst we would not recommend having this at breakfast with your bacon and eggs, our coffee beer is made with real coffee and has a caffeine hit to match. the natural flavors of the beans selected and hand roasted by our friends at the union coffee roasters go well with the roast barley in the beer to give a silky-smooth drink with distinct chocolate and vanilla notes.\t",6,20,30,17,75,6,114,44,10,3,7,33,14,174,3.939944,3.839385,3.539106,3.772346,3.72067,358
zwet.be,porter - english,brouwerij drie fonteinen,brouwerij drie fonteinen zwet.be,notes:a porter brewed with lambic yeast.\t,7,20,30,23,53,12,23,35,70,0,33,6,9,67,3.625,4.05,3.65,3.6625,3.625,40
santa's butt,porter - english,ridgeway brewing,ridgeway brewing santa's butt,notes:,6,20,30,13,69,18,59,75,14,0,18,46,8,137,3.397177,3.52621,3.268145,3.40121,3.467742,248
london porter,porter - english,meantime brewing company limited,meantime brewing company limited london porter,"notes:porter was the great london beer style of the 18th and 19th centuries, when the city was revered as both the brewing capital and trading hub of the world. named after the legions of porters in her docks, streets and markets who drank this powerful beer to slake their thirst, meantime london porter is a classic interpretation of this complex dark beer style.wonderful with mature cheese, beef, lamb, or as traditionally served, with oysters.\t",6.5,20,30,10,90,8,48,57,9,0,4,22,13,123,3.916318,3.974895,3.855649,4.117155,4.108787,239
boxcarr pumpkin porter,porter - english,starr hill brewery,starr hill brewery box car pumpkin porter,notes:,5.2,20,30,20,41,8,18,28,7,0,65,13,70,59,3.528571,3.642857,3.157143,3.271429,3.285714,35
porter,porter - english,green man brewery,green man brewery green man porter,"notes:dark, full-bodied, and rich in flavor, green man porter is wonderfully easy to drink. it offers a creamy, smooth mouthfeel and finishes with distinctive chocolate notes. this traditionally crafted, award-winning british-style porter, like a true rock star, enjoys a legendary following.\t",6,20,30,9,93,10,58,60,10,1,7,43,7,120,3.764706,3.735294,3.823529,3.882353,3.911765,17
sly rye porter,porter - english,yazoo brewing company,yazoo brewing company sly rye porter,"notes:a rich, chocolaty english porter with a clean finish. we use the finest floor-malted maris otter malts from england, the same malts used for the best single-malt scotch. a portion of malted rye gives a spicy, slightly dry finish.28 ibu\t",5.7,20,30,14,77,6,33,59,9,0,13,25,13,143,3.760417,3.770833,3.6875,3.84375,3.895833,48
publican porter (imperial london porter),porter - english,short's brewing company,short's brewing company short's publican porter (imperial london porter),notes:a robust porter.\t,9.15,20,30,13,141,29,102,91,15,2,23,52,18,155,4.104651,4.186047,4.290698,4.244186,4.186047,43
geary's london porter,porter - english,d.l. geary brewing company,d.l. geary brewing company geary's london style porter,"notes:faithfully recreated by geary’s, this classic english style has a deep mahogany color and a restrained roasted malt flavor. the result is rich and complex, yet smooth and refreshing. original gravity - 1045; alcohol by volume - 4.2%; two row english malt (pale, crystal, chocolate and black); cascade, willamette and golding hops.\t",4.2,20,30,14,90,7,82,48,4,0,5,42,11,119,3.75,3.823171,3.637195,3.777439,3.911585,164
original flag porter,porter - english,darwin brewery ltd.,darwin brewery ltd. original flag porter,notes:,5,20,30,15,84,8,55,65,15,0,19,35,9,119,3.872781,3.807692,3.754438,3.863905,4,169
black duck porter,porter - english,greenport harbor brewing company,greenport harbor brewing company black duck porter,"notes:a black ale that puts the flavor of the malt front and center. it has a mild hop character that balances strong notes of cocoa and hints of coffee. a full-bodied roasty treat that finishes dry. pairs well with chocolate, bbq, as well as fresh shellfish.\t",4.7,20,30,14,85,7,78,62,11,0,13,49,13,110,4,4.15625,3.9375,4.125,4.1875,16
kennebunkport porter,porter - english,federal jack's restaurant & brew pub,federal jack's restaurant & brew pub kennebunkport porter,notes:,5.6,20,30,19,47,6,47,32,7,0,8,32,4,63,3.5,3.5,3,3,3,1
contorter,porter - english,ale asylum,ale asylum contorter,"notes:our porter is dark in color yet soft on the palate. english chocolate malts give it a complex, rich flavor wrapped in a silky smooth finish.\t",4.8,20,30,12,117,6,65,61,2,0,1,25,5,125,3.781818,3.763636,3.618182,3.8,3.827273,55
entire butt english porter,porter - english,salopian brewing company ltd,salopian brewing company ltd entire butt english porter,"notes:historically the term used to describe a porter blended from a variety of ales, entire butt uses 14 different malts and 3 hops to recreate this forgotten style of porter. the beer is black/brown with a crisp white head and is distinctly vinuous. it has little hop character as essentially the flavour is derived from the malts. malts used: pale maris otter, lager, wheat, pale crystal, dark crystal, dark chocolate, pale chocolate, black, roasted barley, caramalt, torrified wheat, amber malt, brown malt and malted oats.\t",4.8,20,30,20,100,6,85,117,26,0,32,52,21,199,3.84,3.925714,3.731429,3.877143,3.951429,175
porter,porter - english,"st. george brewing company, the","st. george brewing company, the porter",notes:,5,20,30,10,74,12,55,62,5,0,5,35,6,113,3.971223,4.014388,4.021583,4.136691,4.079137,139
benchwarmer porter,porter - english,cooperstown brewing company,cooperstown brewing company benchwarmer porter,notes:,6.3,20,30,19,64,13,55,65,27,0,28,29,6,92,3.751908,3.858779,3.683206,3.881679,3.858779,131
black wych,porter - english,wychwood brewery company ltd,wychwood brewery company ltd black wych,"notes:black wych a dark mysterious spellbinding porterblack wych spellbinding porter , the black wych has cast her spell , start with a measure of alluring rich dark malt & allow the bitterness to creep in. this silkily smooth porter is a force to be reckoned with.brewed primarily for export.\t",5,20,30,15,54,5,45,51,13,0,18,26,11,77,3.533333,3.922222,3.438889,3.694444,3.727778,90
vanilla porter,porter - english,mill street brew pub,mill street brew pub mill street vanilla porter,notes:,5,20,30,3,76,11,34,45,10,0,10,24,51,72,3.3,3.85,3.5,3.1,3.2,10
old growler,porter - english,nethergate brewery co. ltd.,nethergate brewery co. ltd. old growler,notes:,5.5,20,30,10,82,14,60,59,22,0,31,31,13,141,3.706081,3.804054,3.679054,3.858108,3.878378,148
longfellow,porter - english,shipyard brewing co.,shipyard brewing co. longfellow winter ale,notes:,5.8,20,30,16,74,13,66,96,24,2,21,43,34,125,3.784946,3.994624,3.83871,3.930108,3.897849,93
rickard's dark,porter - english,molson coors canada,molson coors canada rickard's dark,"notes:brewed in the style of english porters, rickard's dark is creamy with a smooth finish that holds just a hint of pure quebec maple syrup.\t",4.8,20,30,10,57,6,31,98,10,0,12,17,5,106,2.891892,3.135135,2.716216,2.743243,2.905405,37
shoo-fly pie porter,porter - english,lancaster brewing company,lancaster brewing company porter,"notes:made with eight different malts, four types of hops and a touch of lancaster county molasses, this tasty brew has a rich brown hue with a medium to full body flavor.\t",6.2,20,30,9,86,15,69,72,3,0,4,23,33,137,3.75,4,3.5,4,4.25,2
duke of winship,porter - english,"middle ages brewing co., ltd.","middle ages brewing co., ltd. duke of winship","notes:""scotch porter""a sensual dark brew with the softness of a scotch ale crafted with the malt make-up of an english porter.\t",6.5,20,30,23,92,34,50,95,26,0,22,39,25,152,3.81982,3.963964,3.779279,3.918919,3.837838,111
midnight sun,porter - english,williams brothers brewing company,williams brothers brewing company midnight sun,notes:,5.6,20,30,25,77,16,45,74,23,0,35,36,30,99,3.87,4.05,3.89,3.98,3.86,50
longboat chocolate porter,porter - english,phillips brewing company,phillips brewing company longboat double chocolate porter,"notes:classic pairings in history: stevie wonder & paul mccartney super dave osborne & mr. fuji cheddar cheese & pickles bob & doug mckenzie mork & mindy bonnie & clyde chocolate & beer!!! we'd say that longboat is a classic chocolate porter, but lets face it, who's ever heard of a chocolate porter? it is, however, a rich dark ale, with a distinctive chocolate finish. comes in a 650ml bottle, cause 341ml just isn't enough!\t",5.2,20,30,17,152,4,53,114,10,0,12,18,15,165,3.646341,3.719512,3.243902,3.45122,3.54878,41
busted knuckle ale,porter - english,big woods brewing co.,big woods brewing co. busted knuckle red ale,"notes:this is our signature ale. busted knuckle is a hybrid ale, most similar to a “light” porter. we say “light” because, while it does have complexity, it is also a very smooth and approachable beer.\t",7.2,20,30,2,73,11,45,63,15,0,19,29,16,89,3.5,4,3.875,4,3.875,4
old slug porter,porter - english,rch brewery,rch brewery old slug porter,"notes:in the old brewery we had a problem with slugs getting into the brewery. as the beer leaves a trail down the glass as you drink it like a slug, that's how the beer was named. a delicious traditional porter with a full bodied taste of chocolate, coffee, blackcurrant and black cherry with a good aroma. a near black colour with a good white head when served through a tight sparkler.\t",4.5,20,30,18,117,14,60,75,27,0,33,29,10,127,3.676471,4.014706,3.553922,3.77451,3.848039,102
